-0.000495	0.707921	-1.000000
-0.306898	-0.027806	1.000000
-0.925401	0.174199	-1.000000
-0.026227	0.039476	1.000000
-0.029125	0.035257	1.000000
0.354882	0.010047	1.000000
-0.444221	0.439404	-1.000000
0.652273	-0.367153	-1.000000
0.155710	-0.409401	1.000000
0.180766	-0.237881	1.000000
0.328852	0.382016	-1.000000
-0.221077	0.483881	-1.000000
-0.058221	0.031748	1.000000
0.130131	-0.027446	1.000000
-0.063787	-0.140846	1.000000
-0.107292	0.426940	1.000000
-0.153068	0.534194	-1.000000
0.938143	0.131789	-1.000000
-0.310829	-0.003412	1.000000
0.210202	0.775821	-1.000000
0.033034	-0.181766	1.000000
-0.123530	0.689343	-1.000000
0.229389	-0.371542	1.000000
0.061392	0.047407	1.000000
-0.068175	-0.273465	1.000000
0.507060	-0.103120	-1.000000
-0.287778	-0.092001	1.000000
0.040490	0.015788	1.000000
0.301209	-0.855734	-1.000000
-0.330882	0.250567	1.000000
0.055974	-0.087076	1.000000
-0.471989	0.227645	-1.000000
0.971689	0.104855	-1.000000
0.177567	0.689731	-1.000000
0.070937	0.353128	1.000000
-0.553689	0.321899	-1.000000
-0.736834	0.589753	-1.000000
0.946856	-0.102882	-1.000000
0.575463	-0.536556	-1.000000
-0.568586	-0.008700	-1.000000
0.323669	-0.862058	-1.000000
0.040369	0.012528	1.000000
-0.033650	0.297491	1.000000
0.185193	-0.163588	1.000000
0.014842	0.025480	1.000000
0.152274	0.771565	-1.000000
-0.598711	-0.637259	-1.000000
0.141135	-0.075838	1.000000
-0.669393	-0.423599	-1.000000
0.346558	0.216556	1.000000
0.607609	0.782352	-1.000000
0.276369	0.813631	-1.000000
0.052819	0.820227	-1.000000
0.020089	0.334999	1.000000
-0.838465	-0.173114	-1.000000
0.725083	0.002067	-1.000000
-0.704736	0.496251	-1.000000
0.040418	-0.048926	1.000000
0.339583	0.474953	-1.000000
-0.065130	0.041291	1.000000
0.704881	-0.650726	-1.000000
-0.185068	0.683527	-1.000000
-0.598345	0.132892	-1.000000
-0.153085	-0.086882	1.000000
0.085268	0.205766	1.000000
-0.326188	-0.146866	1.000000
0.726200	-0.424597	-1.000000
-0.059669	0.257163	1.000000
-0.765931	0.141634	-1.000000
-0.121696	0.334269	1.000000
-0.002979	0.025726	1.000000
-0.255442	-0.127733	1.000000
-0.322439	-0.389428	-1.000000
-0.584051	-0.249654	-1.000000
0.476539	0.575863	-1.000000
-0.065917	-0.966001	-1.000000
0.118217	0.720980	-1.000000
-0.225148	-0.138980	1.000000
0.258862	-0.480550	-1.000000
0.704798	-0.034666	-1.000000
-0.536299	-0.590274	-1.000000
-0.341179	0.297582	1.000000
-0.156529	0.984288	-1.000000
-0.412337	0.241285	1.000000
-0.850356	-0.154704	-1.000000
-0.705125	-0.400475	-1.000000
0.268458	-0.313067	1.000000
-0.905759	-0.061362	-1.000000
0.108458	0.049386	1.000000
0.049982	0.223613	1.000000
-0.035039	0.013342	1.000000
-0.484869	0.694677	-1.000000
0.244046	0.043251	1.000000
0.359072	0.701818	-1.000000
0.005812	-0.227856	1.000000
0.232628	-0.262992	1.000000
-0.738994	0.283567	-1.000000
-0.420626	0.485851	-1.000000
-0.034796	-0.248765	1.000000
0.599786	-0.007029	-1.000000
